UF,Municipio,Municipio_UF,Estado,Unidade_Federativa,Regiao,CEP,Endereco,Bairro,Endereco_Completo,Latitude,Longitude,Tipo_Servico,Nome_Servico,Telefone,Outro_Telefone,Email,Site,Rede_Social,Fonte_URL,Data_Extracao,Ultima_Atualizacao_Modelo
RN,Parnamirim,"Parnamirim,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,59141-015,"Rua Francisco Ferreira Neves, 333"," Conj. Hab. Augusto Severo, Parnamirim - RN","Rua Francisco Ferreira Neves, 333,Parnamirim-RN,59141-015",,,Patrulha Maria da Penha,Patrulha Maria Da Penha,156,,,https://www.parnamirim.rn.gov.br/#/prefeitura/secretarias/sesdem,@guardamunicipalparnamirim,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RN,Parnamirim,"Parnamirim,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,59144-210,AVENIDA ROSA FERNANDES S/N NOVA ESPERANCA,N/i,"AVENIDA ROSA FERNANDES S/N NOVA ESPERANCA,Parnamirim-RN,59144-210",-5.943058,-35.2784962,Serviços de Saúde a Pessoas em situação de violência sexual,Upa Maria Nazare,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RN,Pau dos Ferros,"Pau dos Ferros,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,N/i,"Rua José Meireles Ponchet, s/n",N/i,"Rua José Meireles Ponchet, s/n,Pau dos Ferros-RN,N/i",-6.1210402,-38.2039912,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(84) 99204-7215,N/i,N/I,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RN,Santa Cruz,"Santa Cruz,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,59200-000,RUA SAO NICOLAU 35 CONJUNTO CONEGO MONT PROXIMO AO POSTO CCM,N/i,"RUA SAO NICOLAU 35 CONJUNTO CONEGO MONT PROXIMO AO POSTO CCM,Santa Cruz-RN,59200-000",-6.2282059,-36.0198359,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Municipal Aluizio Bezerra,(84) 3291-7030,N/i,horabsantacruz.adm@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RN,Santa Cruz,"Santa Cruz,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,59200-000,TEQUINHA FARIAS 13 SANTA CRUZ,N/i,"TEQUINHA FARIAS 13 SANTA CRUZ,Santa Cruz-RN,59200-000",-6.2386637999999994,-36.0289338,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Universitario Ana Bezerra,(84) 3291-2324,N/i,contabilidade.sede@ebserh.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RN,São Gonçalo do Amarante,"São Gonçalo do Amarante,RN,Brasil",RIO GRANDE DO NORTE,Rio Grande do Norte,Nordeste,N/i,"Rua Francisco Duarte de Carvalho, Jardins",N/i,"Rua Francisco Duarte de Carvalho, Jardins,São Gonçalo do Amarante-RN,N/i",-5.7511173,-35.3123199,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(84) 98159-5972,N/i,N/I,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Alto Alegre dos Parecis,"Alto Alegre dos Parecis,RO,Brasil",RONDONIA,Rondonia,Norte,76952-000,AV MARECHAL RONDON 3926 CENTRO,N/i,"AV MARECHAL RONDON 3926 CENTRO,Alto Alegre dos Parecis-RO,76952-000",-12.1303645,-61.8534914,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital De Pequeno Porte Enfermeira Ana Neri,(69) 3643-1103,N/i,fundo.saude2@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ariquemes,"Ariquemes,RO,Brasil",RONDONIA,Rondonia,Norte,76872-854,"Av Tancredo Neves , 2700 Bairro: Setor Institucional",N/i,"Av Tancredo Neves , 2700 Bairro: Setor Institucional,Ariquemes-RO,76872-854",-9.9072298,-63.034120399999992,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,6ª  E 7ª Promotoria De Justiça,(69) 3535-2391,(69) 3535-3519,ariquemes@mpro.mp.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ariquemes,"Ariquemes,RO,Brasil",RONDONIA,Rondonia,Norte,76872-854,"Av. Tancredo Neves, 2540, setor Institucional, Ariquemes - RO, 76872-854",N/i,"Av. Tancredo Neves, 2540, setor Institucional, Ariquemes - RO, 76872-854,Ariquemes-RO,76872-854",-9.9303747,-63.0294751,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99944-2045,(69) 99926-3151,deam.ariquemes@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ariquemes,"Ariquemes,RO,Brasil",RONDONIA,Rondonia,Norte,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Ariquemes-RO,SIGILOSO",-9.903959,-63.0346209,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Unidade De Acolhimento Associação Anglicana Desmond Tutu,SIGILOSO,SIGILOSO,associacaodesmondtutu@outlook.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Cacoal,"Cacoal,RO,Brasil",RONDONIA,Rondonia,Norte,76960-970,PIONEIROS 2292 CENTRO,N/i,"PIONEIROS 2292 CENTRO,Cacoal-RO,76960-970",-11.4345547,-61.452986800000012,Serviços de Saúde a Pessoas em situação de violência sexual,Ambulatorio Especializado,(69) 3907-4122,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Cacoal,"Cacoal,RO,Brasil",RONDONIA,Rondonia,Norte,76962-219,"Rua Presidente Médici, n° 2005 - Jardim Clodoaldo",N/i,"Rua Presidente Médici, n° 2005 - Jardim Clodoaldo,Cacoal-RO,76962-219",-11.4222599,-61.4582278,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99963-3176,(69) 99962-1327,deam.cacoal@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Cacoal,"Cacoal,RO,Brasil",RONDONIA,Rondonia,Norte,76963-726,RUA DOS PIONEIROS N 2240 2240 CENTRO,N/i,"RUA DOS PIONEIROS N 2240 2240 CENTRO,Cacoal-RO,76963-726",-11.4346043,-61.4524228,Serviços de Saúde a Pessoas em situação de violência sexual,Centro De Saude Da Mulher Dr Francisco Emmanoel,(69) 3907-4191,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Cacoal,"Cacoal,RO,Brasil",RONDONIA,Rondonia,Norte,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Cacoal-RO,SIGILOSO",-11.4319111,-61.454853899999989,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Unidade De Acolhimento  Para Mulheres Vitimas,SIGILOSO,SIGILOSO,creas.cacoal.ro@hotmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Guajará-Mirim,"Guajará-Mirim,RO,Brasil",RONDONIA,Rondonia,Norte,76850-000,"AVENIDA ANTONIO CORREIA DA COSTA, Nº 842, BAIRRO INDUSTRIAL",N/i,"AVENIDA ANTONIO CORREIA DA COSTA, Nº 842, BAIRRO INDUSTRIAL,Guajará-Mirim-RO,76850-000",-10.7886357,-65.3390742,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99920-6999,N/i,delegacia.mulher@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Jaru,"Jaru,RO,Brasil",RONDONIA,Rondonia,Norte,76.890-000,"Rua Raimundo Cantanhede, nº 836, Setor 01, Jaru/RO – CEP 76.890-000",N/i,"Rua Raimundo Cantanhede, nº 836, Setor 01, Jaru/RO – CEP 76.890-000,Jaru-RO,76.890-000",-10.436494,-62.463873,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher,(69) 99901-2768,(69) 99977-2783,N/I,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Jaru,"Jaru,RO,Brasil",RONDONIA,Rondonia,Norte,76890-000,RUA FLORIANOPOLIS 1710 SETOR 7,N/i,"RUA FLORIANOPOLIS 1710 SETOR 7,Jaru-RO,76890-000",-10.4461651,-62.4780714,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Municipal Sandoval De Araujo Dantas Jaru,(69) 3521-2678,N/i,hospitalmunicipaljaru@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ji-Paraná,"Ji-Paraná,RO,Brasil",RONDONIA,Rondonia,Norte,76900-111,"RUA 22 DE NOVEMBRO, Nº 41, URAPÁ",Urapá,"RUA 22 DE NOVEMBRO, Nº 41, URAPÁ,Ji-Paraná-RO,76900-111",-10.8778395,-61.954575799999994,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99903-4263,(69) 99602-2268,deam.jiparana@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ji-Paraná,"Ji-Paraná,RO,Brasil",RONDONIA,Rondonia,Norte,76900-259,"Rua 06 De Maio, 565 Bairro: Urupá",N/i,"Rua 06 De Maio, 565 Bairro: Urupá,Ji-Paraná-RO,76900-259",-10.8764369,-61.9462716,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,6ª Promotoria De Justiça,(69) 3421-4389,N/i,jiparana@mpro.mp.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ji-Paraná,"Ji-Paraná,RO,Brasil",RONDONIA,Rondonia,Norte,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Ji-Paraná-RO,SIGILOSO",-10.8724199,-61.959276899999992,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Unidade De Acolhimento Casa Da Mulher Jiparanaense,SIGILOSO,SIGILOSO,casadamulherjp@gmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Nova Mamoré,"Nova Mamoré,RO,Brasil",RONDONIA,Rondonia,Norte,76857-000,JOSE RIBEIRO DA COSTA 7117 CENTRO,N/i,"JOSE RIBEIRO DA COSTA 7117 CENTRO,Nova Mamoré-RO,76857-000",-10.411789,-65.3307942,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Antonio Luiz De Macedo Nova Mamore,(69) 3544-2610,N/i,samenmro@outlook.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Nova União,"Nova União,RO,Brasil",RONDONIA,Rondonia,Norte,76924-000,MACHADO DE ASSIS 365 SETOR 02,N/i,"MACHADO DE ASSIS 365 SETOR 02,Nova União-RO,76924-000",-9.9160595,-63.0191162,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Municipal Expedito Goncalves Ferreira,(69) 3466-1111,N/i,processamento@novauniao.ro.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ouro Preto do Oeste,"Ouro Preto do Oeste,RO,Brasil",RONDONIA,Rondonia,Norte,76920-000,AVENIDA DANIEL COMBONI S/N JARDIM TROPICAL,N/i,"AVENIDA DANIEL COMBONI S/N JARDIM TROPICAL,Ouro Preto do Oeste-RO,76920-000",-10.718753,-62.2532466,Serviços de Saúde a Pessoas em situação de violência sexual,Ame Ambulatorio Medico De Especialidades,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Ouro Preto do Oeste,"Ouro Preto do Oeste,RO,Brasil",RONDONIA,Rondonia,Norte,76920-000,RUA PE ADOLFO ROL 236 UNIAO,N/i,"RUA PE ADOLFO ROL 236 UNIAO,Ouro Preto do Oeste-RO,76920-000",-10.7272006,-62.260327299999993,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Municipal Dra Laura Maria Braga,(69) 3461-3739,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Parecis,"Parecis,RO,Brasil",RONDONIA,Rondonia,Norte,76979-000,RUA JUDITE JESUS DE OLIVEIRA 412 CENTRO,N/i,"RUA JUDITE JESUS DE OLIVEIRA 412 CENTRO,Parecis-RO,76979-000",-12.180847,-61.604078599999987,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital De Pequeno Porte Francisco Amaral De Brito,(69) 3447-1113,N/i,cds_parecis@hotmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76801-235,"AV. PINHEIRO MACHADO, 777, OLARIA, PORTO VELHO, RO",N/i,"AV. PINHEIRO MACHADO, 777, OLARIA, PORTO VELHO, RO,Porto Velho-RO,76801-235",-8.7595852,-63.9059991,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado De Violência Doméstica E Familiar Contra A Mulher,"(69) 3217-1212, (69) 98408-9931",(069) 3309-7105 (69) 99977-0127<br>(69) 99970-7656,juizadomulher@tjro.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76801-917,"Rua Jamari , 1555 Bairro: Olaria",N/i,"Rua Jamari , 1555 Bairro: Olaria,Porto Velho-RO,76801-917",-8.7512367000000015,-63.9059232,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,35ª Promotoria De Justiça; 36 ª Promotoria De Justiça ; 37ª Promotoria De Justiça E  59ª  Promotoria De Justiça,(69) 3216-3700,N/i,caj@mpro.mp.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76803-520,"RUA DAS ASSOCIAÇÕES, 2661, BAIRRO COSTA E SILVA.",N/i,"RUA DAS ASSOCIAÇÕES, 2661, BAIRRO COSTA E SILVA.,Porto Velho-RO,76803-520",-8.7377772,-63.899395199999987,Patrulha Maria da Penha,N/I,(69) 3221-7838,N/i,N/I,HTTP://WWW.PM.RO.GOV.BR/,https://www.instagram.com/pmro_oficial/?igshid=kvjd7uswqell,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76803-847,"Rua Amazonas, nº 8145, Escola de Polícia, Unisp Leste",N/i,"Rua Amazonas, nº 8145, Escola de Polícia, Unisp Leste,Porto Velho-RO,76803-847",-8.7549400999999989,-63.8394697,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99944-4124,(69) 99944-2861,secretaria.deam@pc.ro.gov cartorio.deam@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76820-788,"RUA ANTONIO LOURENÇO PEREIRA DE LIMA Nº 2360, BAIRRO: EMBRATEL",N/i,"RUA ANTONIO LOURENÇO PEREIRA DE LIMA Nº 2360, BAIRRO: EMBRATEL,Porto Velho-RO,76820-788",-8.752067799999999,-63.881229200000007,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro De Referência  Especializado Da Assistência Social No  Atendimento À Mulheres Vítimas De Violência Doméstica – Creas Mulher,(69) 3901-3640,(69) 3901-3640_,CREASMULHERPVH.RO@OUTLOOK.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76820-810,ANTONIO LOURENCO PEREIRA LIMA 2350 EMBRATEL,N/i,"ANTONIO LOURENCO PEREIRA LIMA 2350 EMBRATEL,Porto Velho-RO,76820-810",-8.7540138,-63.8818551,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Maternidade Mae Esperanca,"(69) 3901-2838, (69) 3225-2819",N/i,mmmedirecao@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76820-846,"Rua Governador Jorge Teixeira, nº 1722",Embratel,"Rua Governador Jorge Teixeira, nº 1722,Porto Velho-RO,76820-846",-8.7531061,-63.8917846,Núcleos de Defesa da Mulher nas Defensorias Públicas,Núcleo Especializado De Promoção E Defesa Dos Direitos Da Mulher (Nudem),(69) 999204-4715,,nudem@defensoria.ro.def.br,https://www.defensoria.ro.def.br/nucleos/nudem,,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,76901-490,"RUA PADRE CHIQUINHO, Nº 913 - BAIRRO: PEDRINHA - 1 º ANDAR SALA 09",N/i,"RUA PADRE CHIQUINHO, Nº 913 - BAIRRO: PEDRINHA - 1 º ANDAR SALA 09,Porto Velho-RO,76901-490",-8.7478264,-63.9083136,Núcleos de Defesa da Mulher nas Defensorias Públicas,Núcleo Especializado De Defesa Da Mulher Maria Da Penha,(69) 9920-44715,N/i,NUCLEOMARIADAPENHADEPRO@GMAIL.COM / nucleomariadapenha@defensoria.ro.def.br  brnudem@defensoria.ro.def.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Porto Velho,"Porto Velho,RO,Brasil",RONDONIA,Rondonia,Norte,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Porto Velho-RO,SIGILOSO",-8.7635576,-63.897170400000007,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Casa Abrigo Para Mulheres Em Situação De Violência Doméstica,SIGILOSO,SIGILOSO,CASAABRIGO2015@OUTLOOK.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Rolim de Moura,"Rolim de Moura,RO,Brasil",RONDONIA,Rondonia,Norte,76940-000,"AVENIDA NORTE SUL, Nº 4.550 - BAIRRO: CENTRO",Centro,"AVENIDA NORTE SUL, Nº 4.550 - BAIRRO: CENTRO,Rolim de Moura-RO,76940-000",-11.7528235,-61.7784491,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 3442-9037,N/i,deam.rolim@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Vilhena,"Vilhena,RO,Brasil",RONDONIA,Rondonia,Norte,76980-748,AVENIDA SABINO BEZERRA DE QUEIROZ 4531 JARDIM AMERICA,N/i,"AVENIDA SABINO BEZERRA DE QUEIROZ 4531 JARDIM AMERICA,Vilhena-RO,76980-748",-12.7374729,-60.1317684,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Regional Adamastor Teixeira De Oliveira,(69) 3322-5940,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Vilhena,"Vilhena,RO,Brasil",RONDONIA,Rondonia,Norte,76980-971,"AVENIDA 34, Nº 6405, BAIRRO ALTO ALEGRE",N/i,"AVENIDA 34, Nº 6405, BAIRRO ALTO ALEGRE,Vilhena-RO,76980-971",-12.7316257,-60.111624799999987,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro De Atendimento À Mulher (Cam),(69) 3322-6486,N/i,CAMVILHENA@OUTLOOK.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Vilhena,"Vilhena,RO,Brasil",RONDONIA,Rondonia,Norte,76985-435,"Avenida Paraná, nº 2141, Boa Esperança",Boa Esperança,"Avenida Paraná, nº 2141, Boa Esperança,Vilhena-RO,76985-435",-12.7262337,-60.1104034,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(69) 99903-7167,(69) 99907-2964,deamvha@pc.ro.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RO,Vilhena,"Vilhena,RO,Brasil",RONDONIA,Rondonia,Norte,SIGILOSO,SIGILOSO,N/i,"SIGILOSO,Vilhena-RO,SIGILOSO",-12.7384594,-60.1221512,Casas Abrigo e Casa de Acolhimento Provisório (Casas-de-Passagem),Unidade De Acolhimento Para Mulheres Situação De Violência,SIGILOSO,SIGILOSO,Uamvha@gmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RR,Boa Vista,"Boa Vista,RR,Brasil",RORAIMA,Roraima,Norte,69303-000,"AV. CAPITÃO ENE GARCEZ, 1769, MECEJANA",N/i,"AV. CAPITÃO ENE GARCEZ, 1769, MECEJANA,Boa Vista-RR,69303-000",2.8311238,-60.685061499999989,Patrulha Maria da Penha,N/I,(95) 3224-6575,N/i,LEANDRO.JUNIOR@PM.RR.GOV.BR,HTTP://WWW.PM.RR.GOV.BR/,POLÍCIA MILITAR DE RORAIMA - PMRR    e    https://www.instagram.com/pmrroficial/,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RR,Boa Vista,"Boa Vista,RR,Brasil",RORAIMA,Roraima,Norte,69303-453,"R. Uraricoera, S/N, São Vicente",N/i,"R. Uraricoera, S/N, São Vicente,Boa Vista-RR,69303-453",2.808814,-60.685068,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Delegacia Especializada De Atendimento À Mulher (Deam),(95) 98413-8952,N/i,N/I,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
RR,Boa Vista,"Boa Vista,RR,Brasil",RORAIMA,Roraima,Norte,69303-453,"Rua Uraricoera, Quadra 63, s/nº - Bairro São Vicente",N/i,"Rua Uraricoera, Quadra 63, s/nº - Bairro São Vicente,Boa Vista-RR,69303-453",2.808814,-60.685068,Casas da Mulher Brasileira,Casas da Mulher Brasileira - Boa Vista (RR),"(95) 99112-5793, (95) 99154-7533",N/i,cppm.setrabes.rr@gmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
